domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on
wettigo.com,wettigo,0,Blue Pepper B.V.,OGL/2024/351/0124,Curacao,assessment in progress,"December 24, 2025",no,wettigo.com,not contacted,
wettigopay.com,wettigopay,0,Blue Pepper B.V.,OGL/2024/351/0124,Curacao,assessment in progress,"December 24, 2025",no,wettigopay.com,not contacted,
wgo247.com,wgo,0,Blue Pepper B.V.,OGL/2024/351/0124,Curacao,assessment in progress,"December 24, 2025",no,wgo247.com,not contacted,
youwin.com,youwin,0,Blue Pepper B.V.,OGL/2024/351/0124,Curacao,assessment in progress,"December 24, 2025",no,youwin.com,not contacted,
aces-wild.com,aceswild,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,aces-wild.com,not contacted,
casiyou.com,casiyou,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,casiyou.com,not contacted,
jackpot-town.com,jackpottown,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,jackpot-town.com,not contacted,
jokerreelz.com,jokerreelz,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,jokerreelz.com,not contacted,
privecity.com,privecity,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,privecity.com,not contacted,
reelroger.com,reelroger,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,reelroger.com,not contacted,
spin-ace.com,spinace,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,spin-ace.com,not contacted,
tripplejoker.com,tripplejoker,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,tripplejoker.com,not contacted,
vegasreelz.com,vegasreelz,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,vegasreelz.com,not contacted,
wild-jokers.com,wildjokers,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,wild-jokers.com,not contacted,
betflappy.com,betflappy,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,betflappy.com,not contacted,
betium.co,betium,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,betium.co,not contacted,
casinozer.tv,casinozer,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,casinozer.tv,not contacted,
cosmicslot2.cc,cosmicslot,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,cosmicslot2.cc,not contacted,
icebet.casino,icebet,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,icebet.casino,not contacted,
llino1.co,llino,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,llino1.co,not contacted,
luckyhour.com,luckyhour,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,luckyhour.com,not contacted,
rollino.casino,rollino,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,rollino.casino,not contacted,
yonibet.tv,yonibet,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,yonibet.tv,not contacted,
1j91x-admxxx-7x041.com,jxadmxxxx,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,1j91x-admxxx-7x041.com,not contacted,
6ansq-admxxx-sj8ey.net,ansqadmxxxsjey,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,6ansq-admxxx-sj8ey.net,not contacted,
7nf5z-admxxx-6hq65.com,nfzadmxxxhq,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,7nf5z-admxxx-6hq65.com,not contacted,
admiral-xxx.com,admiralxxx,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,admiral-xxx.com,not contacted,
coduca88.com,coduca,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,coduca88.com,not contacted,
kemj6-admxxx-9ht0c.net,kemjadmxxxhtc,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,kemj6-admxxx-9ht0c.net,not contacted,
slot78.net,slot,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,slot78.net,not contacted,
wazobet.com,wazobet,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,wazobet.com,not contacted,
yw2q0-admxxx-wzjr1.net,ywqadmxxxwzjr,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,yw2q0-admxxx-wzjr1.net,not contacted,
10cric.com,cric,1,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10cric.com 10cric1010.com,not contacted,
10bo18181.com,bo,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10bo18181.com,not contacted,
10cr10.com,cr,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10cr10.com,not contacted,
10cricbet.com,cricbet,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10cricbet.com,not contacted,
10crickbet.com,crickbet,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10crickbet.com,not contacted,
10crics.com,crics,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10crics.com,not contacted,
10cricsite.com,cricsite,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,10cricsite.com,not contacted,
guruplay.io,guruplay,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,guruplay.io,not contacted,
kakekkorinrin.com,kakekkorinrin,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,kakekkorinrin.com,not contacted,
hellspin.vip,hellspin,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,hellspin.vip,not contacted,
hellwinz.net,hellwinz,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,hellwinz.net,not contacted,
ivibet.game,ivibet,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,ivibet.game,not contacted,
iviwin.net,iviwin,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,iviwin.net,not contacted,
latcas.com,latcas,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,latcas.com,not contacted,
playbaze.com,playbaze,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,playbaze.com,not contacted,
slotsgem.com,slotsgem,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,slotsgem.com,not contacted,
tritonslots.com,tritonslots,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,tritonslots.com,not contacted,
vavegame.com,vavegame,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,vavegame.com,not contacted,
fortunazoar.com,fortunazoar,1,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,fortunazoar.com fortunazo-ar.com,not contacted,
fortunazo-col.com,fortunazocol,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,fortunazo-col.com,not contacted,
fortunazo.cl,fortunazo,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,fortunazo.cl,not contacted,
latam.parimatch.com,parimatch,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,latam.parimatch.com,not contacted,
pari-match.com.ar,com,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,pari-match.com.ar,not contacted,
parimatch-ar.com,parimatchar,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,parimatch-ar.com,not contacted,
parimatch-latam.com,parimatchlatam,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,parimatch-latam.com,not contacted,
parimatch-plus.bet,parimatchplus,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,parimatch-plus.bet,not contacted,
parimatch.net.co,net,0,Leontodo N.V.,OGL/2024/383/0654,Curacao,assessment in progress,"December 24, 2025",no,parimatch.net.co,not contacted,
bccoin.bet,bccoin,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,bccoin.bet,not contacted,
chacha.bet,chacha,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,chacha.bet,not contacted,
joebit.com,joebit,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,joebit.com,not contacted,
koko.bet,koko,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,koko.bet,not contacted,
newlucky.com,newlucky,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,newlucky.com,not contacted,
play.boom-bet.io,boombet,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,play.boom-bet.io,not contacted,
spinybet.com,spinybet,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,spinybet.com,not contacted,
starzino.com,starzino,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,starzino.com,not contacted,
uco.bet,uco,0,Luckywayz Limited B.V.,OGL/2024/1497/0884,Curacao,active,"April 14, 2026",no,uco.bet,not contacted,
bet7k.cl,betk,2,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,bet7k.cl nz.bet7k.com fi.bet7k.com,not contacted,
cl.betroia.com,betroia,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,cl.betroia.com,not contacted,
e20.bet,e,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,e20.bet,not contacted,
fi.7k.bet,k,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,fi.7k.bet,not contacted,
nolimit.bet,nolimit,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,nolimit.bet,not contacted,
state77.com,state,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,state77.com,not contacted,
unlimited.bet,unlimited,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,unlimited.bet,not contacted,
x2b.bet,xb,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,x2b.bet,not contacted,
zona7.bet,zona,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,zona7.bet,not contacted,
orobet.cl,orobet,6,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,orobet.cl orobet.do orobet.gt orobet.ec orobet.hn orobet.co orobet.com,not contacted,
hertzbetz.com,hertzbetz,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,hertzbetz.com,not contacted,
kikicasino.com,kikicasino,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,kikicasino.com,not contacted,
kraken.casino,kraken,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,kraken.casino,not contacted,
orobetar.com,orobetar,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,orobetar.com,not contacted,
partibet.com,partibet,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,partibet.com,not contacted,
slotorado.casino,slotorado,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,slotorado.casino,not contacted,
tombriches.com,tombriches,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,tombriches.com,not contacted,
topbet100.com,topbet,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,topbet100.com,not contacted,
10sports.io,sports,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,10sports.io,not contacted,
acasino.io,acasino,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,acasino.io,not contacted,
dooble.com,dooble,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,dooble.com,not contacted,
lottotoo.com,lottotoo,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,lottotoo.com,not contacted,
playat8.com,playat,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,playat8.com,not contacted,
playnero.com,playnero,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,playnero.com,not contacted,
race365.com,race,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,race365.com,not contacted,
raced.io,raced,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,raced.io,not contacted,
swordbet.io,swordbet,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,swordbet.io,not contacted,
latamwin.com,latamwin,1,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,latamwin.com latamwin.online,not contacted,
casinoenbolilvia.com,casinoenbolilvia,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenbolilvia.com,not contacted,
casinoenbrasil.com,casinoenbrasil,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenbrasil.com,not contacted,
casinoenchile.com,casinoenchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenchile.com,not contacted,
casinoenperu.com,casinoenperu,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenperu.com,not contacted,
casinoenvenezuela.com,casinoenvenezuela,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenvenezuela.com,not contacted,
ganalucas.com,ganalucas,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,ganalucas.com,not contacted,
pokerenchile.com,pokerenchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,pokerenchile.com,not contacted,
winchile.com,winchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,winchile.com,not contacted,
bibubet.com,bibubet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,bibubet.com,not contacted,
gorabet.com,gorabet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,gorabet.com,not contacted,
jasminbet.com,jasminbet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,jasminbet.com,not contacted,
lidyabet.com,lidyabet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,lidyabet.com,not contacted,
makrobet.com,makrobet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,makrobet.com,not contacted,
nerobet.com,nerobet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,nerobet.com,not contacted,
piabet.com,piabet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,piabet.com,not contacted,
pulibet.com,pulibet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,pulibet.com,not contacted,
tokyobet.com,tokyobet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,tokyobet.com,not contacted,
allrightcasino.com,allrightcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,allrightcasino.com,not contacted,
luckybirdcasino.com,luckybirdcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,luckybirdcasino.com,not contacted,
slottica.com,slottica,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,slottica.com,not contacted,
slottyway.com,slottyway,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,slottyway.com,not contacted,
spinamba.com,spinamba,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,spinamba.com,not contacted,
spinbounty.com,spinbounty,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,spinbounty.com,not contacted,
supercatcasino77.com,supercatcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,supercatcasino77.com,not contacted,
viks.com,viks,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,viks.com,not contacted,
casinoin.pe,casinoin,2,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,casinoin.pe casinoin.io casinoin.one,not contacted,
betmaster.bet,betmaster,1,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,betmaster.bet betmaster.one,not contacted,
axwin.io,axwin,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,axwin.io,not contacted,
betfree.com,betfree,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,betfree.com,not contacted,
bongo.gg,bongo,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,bongo.gg,not contacted,
bongogg.io,bongogg,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,bongogg.io,not contacted,
genslot.com,genslot,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,genslot.com,not contacted,
mix4bet.com,mixbet,0,BMBIT N.V.,OGL/2024/650/0284,Curacao,assessment in progress,"December 24, 2025",no,mix4bet.com,not contacted,
100ksport.com,ksport,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,100ksport.com,not contacted,
bonanza.club,bonanza,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,bonanza.club,not contacted,
chaskibet.com,chaskibet,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,chaskibet.com,not contacted,
exitobet.com,exitobet,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,exitobet.com,not contacted,
fortunajuegos.com,fortunajuegos,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,fortunajuegos.com,not contacted,
pingwincasino.com,pingwincasino,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,pingwincasino.com,not contacted,
sunpuraplay.com,sunpuraplay,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,sunpuraplay.com,not contacted,
vivacasino.mx,vivacasino,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,vivacasino.mx,not contacted,
5scasino.com,scasino,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,5scasino.com,not contacted,
casinoclic.com,casinoclic,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,casinoclic.com,not contacted,
casinolariviera.net,casinolariviera,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,casinolariviera.net,not contacted,
dazzlefortune.com,dazzlefortune,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,dazzlefortune.com,not contacted,
larivieracasino.com,larivieracasino,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,larivieracasino.com,not contacted,
majesticslotsclub.net,majesticslotsclub,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,majesticslotsclub.net,not contacted,
reelsofjoy.com,reelsofjoy,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,reelsofjoy.com,not contacted,
robinroo.com,robinroo,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,robinroo.com,not contacted,
gastonred.com,gastonred,1,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,gastonred.com gastonred.org,not contacted,
fettibet.com,fettibet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,fettibet.com,not contacted,
nacionbet.com,nacionbet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,nacionbet.com,not contacted,
narbi221.com,narbi,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,narbi221.com,not contacted,
sharks-bet.com,sharksbet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,sharks-bet.com,not contacted,
sman365.com,sman,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,sman365.com,not contacted,
turbobet.bet,turbobet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,turbobet.bet,not contacted,
zanzibet.com,zanzibet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,zanzibet.com,not contacted,
safirbet.com,safirbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,safirbet.com,not contacted,
vevobahis.com,vevobahis,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,vevobahis.com,not contacted,
betonbet.com,betonbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,betonbet.com,not contacted,
elexbet.com,elexbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,elexbet.com,not contacted,
imajbet.com,imajbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,imajbet.com,not contacted,
mrbahis.com,mrbahis,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,mrbahis.com,not contacted,
ngsbahis.com,ngsbahis,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,ngsbahis.com,not contacted,
savoybetting.com,savoybetting,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,savoybetting.com,not contacted,
55bet.com,bet,1,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,55bet.com 30bet.com,not contacted,
letou.com,letou,1,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,letou.com letou.asia,not contacted,
edgegaming.io,edgegaming,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,edgegaming.io,not contacted,
lt.com,lt,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,lt.com,not contacted,
mangacasino.com,mangacasino,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,mangacasino.com,not contacted,
mrcat.com,mrcat,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,mrcat.com,not contacted,
qbet.com,qbet,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,qbet.com,not contacted,
slotexpress.com,slotexpress,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,slotexpress.com,not contacted,
betnella.com,betnella,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,betnella.com,not contacted,
betsamuro.com,betsamuro,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,betsamuro.com,not contacted,
bonuskong.com,bonuskong,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,bonuskong.com,not contacted,
cowboyspin.com,cowboyspin,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,cowboyspin.com,not contacted,
gamblerina.com,gamblerina,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,gamblerina.com,not contacted,
liraluck.com,liraluck,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,liraluck.com,not contacted,
scizino.com,scizino,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,scizino.com,not contacted,
thorfortune.com,thorfortune,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,thorfortune.com,not contacted,
onwin.com,onwin,1,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",no,onwin.com onwin365.com,not contacted,
bahis.com,bahis,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,bahis.com,not contacted,
betturkey.com,betturkey,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,betturkey.com,not contacted,
dodobet.com,dodobet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,dodobet.com,not contacted,
fixbet.com,fixbet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,fixbet.com,not contacted,
matadorbet.com,matadorbet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,matadorbet.com,not contacted,
sahabet.com,sahabet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,sahabet.com,not contacted,
zbahis.com,zbahis,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,zbahis.com,not contacted,
exclusivebet.com,exclusivebet,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,exclusivebet.com,not contacted,
maxibetcasino.com,maxibetcasino,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,maxibetcasino.com,not contacted,
misterxargent.com,misterxargent,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxargent.com,not contacted,
misterxor.com,misterxor,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxor.com,not contacted,
