domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on
prbtflow.xyz,prbtflow,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbtflow.xyz,not contacted,
prbtlane.site,prbtlane,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbtlane.site,not contacted,
prbtpath.live,prbtpath,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbtpath.live,not contacted,
prbtset.live,prbtset,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbtset.live,not contacted,
prbtwave.live,prbtwave,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbtwave.live,not contacted,
prbx-frame.site,prbxframe,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prbx-frame.site,not contacted,
probtree.site,probtree,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,probtree.site,not contacted,
prtb-box.site,prtbbox,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prtb-box.site,not contacted,
prtb-core.fun,prtbcore,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prtb-core.fun,not contacted,
prtb-desk.xyz,prtbdesk,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prtb-desk.xyz,not contacted,
prtbflow.xyz,prtbflow,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,prtbflow.xyz,not contacted,
ptbr-hub.site,ptbrhub,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,ptbr-hub.site,not contacted,
ptbrlane.world,ptbrlane,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,ptbrlane.world,not contacted,
rbpt-sync.live,rbptsync,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rbpt-sync.live,not contacted,
rbptgrid.site,rbptgrid,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rbptgrid.site,not contacted,
rbtline.live,rbtline,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rbtline.live,not contacted,
rbtpstep.world,rbtpstep,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rbtpstep.world,not contacted,
rptb-kit.xyz,rptbkit,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rptb-kit.xyz,not contacted,
rptb-lab.site,rptblab,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,rptb-lab.site,not contacted,
tprbset.xyz,tprbset,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,tprbset.xyz,not contacted,
trbpoint.xyz,trbpoint,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,trbpoint.xyz,not contacted,
trpb-app.fun,trpbapp,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,trpb-app.fun,not contacted,
trpbcell.live,trpbcell,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,trpbcell.live,not contacted,
trpbcore.site,trpbcore,0,Verse Corp B.V.,OGL/2024/1641/1039,Curacao,active,"June 4, 2026",no,trpbcore.site,not contacted,
casinodays.com,casinodays,3,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,casinodays.com casinodays2.com casinodays1.com casinodays10.com,not contacted,
casinodays-no.com,casinodaysno,2,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,casinodays-no.com casinodays6-no.com casinodays10-no.com,not contacted,
luckyspins.com,luckyspins,1,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,luckyspins.com luckyspins1.com,not contacted,
puntitin.com,puntitin,1,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitin.com puntit-in.com,not contacted,
rocketrichescasino.com,rocketrichescasino,1,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,rocketrichescasino.com rocketriches-casino.in,not contacted,
bigbaazi.com,bigbaazi,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,bigbaazi.com,not contacted,
bigboost-in.com,bigboostin,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,bigboost-in.com,not contacted,
bigboost.com,bigboost,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,bigboost.com,not contacted,
bigjeeto.com,bigjeeto,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,bigjeeto.com,not contacted,
biglucky-in.com,bigluckyin,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,biglucky-in.com,not contacted,
biglucky.com,biglucky,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,biglucky.com,not contacted,
buustikasino.com,buustikasino,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,buustikasino.com,not contacted,
casinokhajana.com,casinokhajana,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,casinokhajana.com,not contacted,
chillspins.com,chillspins,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,chillspins.com,not contacted,
clubcd.com,clubcd,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,clubcd.com,not contacted,
jeetboost.com,jeetboost,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,jeetboost.com,not contacted,
luckyspins-in.com,luckyspinsin,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,luckyspins-in.com,not contacted,
mastispins.com,mastispins,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,mastispins.com,not contacted,
panosta.com,panosta,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,panosta.com,not contacted,
panostabet-no.com,panostabetno,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,panostabet-no.com,not contacted,
panostabet.com,panostabet,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,panostabet.com,not contacted,
paratiisi.com,paratiisi,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,paratiisi.com,not contacted,
playorbet.com,playorbet,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,playorbet.com,not contacted,
puntinbets.com,puntinbets,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntinbets.com,not contacted,
puntit-cricket.com,puntitcricket,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntit-cricket.com,not contacted,
puntit.com,puntit,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntit.com,not contacted,
puntitindia.com,puntitindia,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitindia.com,not contacted,
puntitnorg.com,puntitnorg,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitnorg.com,not contacted,
puntitnorway.com,puntitnorway,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitnorway.com,not contacted,
puntitnw.com,puntitnw,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitnw.com,not contacted,
puntitsports.com,puntitsports,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,puntitsports.com,not contacted,
raketti.com,raketti,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,raketti.com,not contacted,
regalrush-no.com,regalrushno,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,regalrush-no.com,not contacted,
regalrush.com,regalrush,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,regalrush.com,not contacted,
rocketriches-india.in,rocketrichesindia,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,rocketriches-india.in,not contacted,
rocketriches.com,rocketriches,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,rocketriches.com,not contacted,
rr-in.in,rrin,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,rr-in.in,not contacted,
ruhtinas.com,ruhtinas,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,ruhtinas.com,not contacted,
tunturikasino.com,tunturikasino,0,White Star B.V.,OGL/2023/159/0076,Curacao,assessment in progress,"December 24, 2025",no,tunturikasino.com,not contacted,
bdmbet.com,bdmbet,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,bdmbet.com,not contacted,
bettyspin.com,bettyspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,bettyspin.com,not contacted,
billionairespin.com,billionairespin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,billionairespin.com,not contacted,
candyspinz.com,candyspinz,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,candyspinz.com,not contacted,
capospin.com,capospin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,capospin.com,not contacted,
casinaga.com,casinaga,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,casinaga.com,not contacted,
coolzino.com,coolzino,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,coolzino.com,not contacted,
didispin.com,didispin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,didispin.com,not contacted,
dreamspinz.com,dreamspinz,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,dreamspinz.com,not contacted,
felixspin.com,felixspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,felixspin.com,not contacted,
highflybet.com,highflybet,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,highflybet.com,not contacted,
honeybetz.com,honeybetz,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,honeybetz.com,not contacted,
jackpire.com,jackpire,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,jackpire.com,not contacted,
jackpoleon.com,jackpoleon,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,jackpoleon.com,not contacted,
lazybar.com,lazybar,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,lazybar.com,not contacted,
liraspin.com,liraspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,liraspin.com,not contacted,
luckapone.com,luckapone,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,luckapone.com,not contacted,
oscarspin.com,oscarspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,oscarspin.com,not contacted,
playjonny.com,playjonny,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,playjonny.com,not contacted,
rockyspin.com,rockyspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,rockyspin.com,not contacted,
rolldorado.com,rolldorado,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,rolldorado.com,not contacted,
romancasino.com,romancasino,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,romancasino.com,not contacted,
roulettino.com,roulettino,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,roulettino.com,not contacted,
savaspin.com,savaspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,savaspin.com,not contacted,
sloticorn.com,sloticorn,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,sloticorn.com,not contacted,
spingali.com,spingali,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,spingali.com,not contacted,
spinigma.com,spinigma,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,spinigma.com,not contacted,
spinmacho.com,spinmacho,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,spinmacho.com,not contacted,
spinmama.com,spinmama,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,spinmama.com,not contacted,
spinogambino.com,spinogambino,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,spinogambino.com,not contacted,
sweetyspin.com,sweetyspin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,sweetyspin.com,not contacted,
tinatinbet.com,tinatinbet,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,tinatinbet.com,not contacted,
turbowinz.com,turbowinz,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,turbowinz.com,not contacted,
vincispin.com,vincispin,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,vincispin.com,not contacted,
winaura.com,winaura,0,Terdersoft B.V.,OGL/2024/1126/0521,Curacao,active,"March 26, 2026",no,winaura.com,not contacted,
mk.com,mk,27,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,mk.com mk2038.com mk2609.com mk2039.com mk2041.com mk2606.com mk2592.com mk2589.com,not contacted,
bahisdeyiz.com,bahisdeyiz,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,bahisdeyiz.com,not contacted,
betador.com,betador,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,betador.com,not contacted,
betbob.com,betbob,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,betbob.com,not contacted,
betofgame.com,betofgame,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,betofgame.com,not contacted,
betslio.com,betslio,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,betslio.com,not contacted,
casibow.com,casibow,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,casibow.com,not contacted,
casineon.com,casineon,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,casineon.com,not contacted,
casinoloji.com,casinoloji,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,casinoloji.com,not contacted,
cyprusslots3.com,cyprusslots,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,cyprusslots3.com,not contacted,
deobet.com,deobet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,deobet.com,not contacted,
gamben.com,gamben,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,gamben.com,not contacted,
gambleron.com,gambleron,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,gambleron.com,not contacted,
hugobet.com,hugobet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,hugobet.com,not contacted,
jungle7.com,jungle,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,jungle7.com,not contacted,
lotusbet.casino,lotusbet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,lotusbet.casino,not contacted,
luckychico.com,luckychico,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,luckychico.com,not contacted,
lukycricket.com,lukycricket,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,lukycricket.com,not contacted,
meritroyalcasino.com,meritroyalcasino,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,meritroyalcasino.com,not contacted,
metaigaming.io,metaigaming,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,metaigaming.io,not contacted,
ogbet.con.in,con,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,ogbet.con.in,not contacted,
ogbet.in,ogbet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,ogbet.in,not contacted,
ogbets.com,ogbets,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,ogbets.com,not contacted,
rollrise.io,rollrise,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,rollrise.io,not contacted,
ronabet.com,ronabet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,ronabet.com,not contacted,
suratbet.com,suratbet,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,suratbet.com,not contacted,
tekslot.com,tekslot,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,tekslot.com,not contacted,
vegasoro.com,vegasoro,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,vegasoro.com,not contacted,
wingobingo.tv,wingobingo,0,Middle Kang B.V.,OGL/2024/2267/1181,Curacao,assessment in progress,"December 24, 2025",no,wingobingo.tv,not contacted,
bet9.com,bet,1,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,bet9.com 1957bet.com,not contacted,
latribet.ec,latribet,1,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,latribet.ec latribet.com,not contacted,
rojabet.cl,rojabet,1,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,rojabet.cl rojabet.com,not contacted,
rojabetchile.cl,rojabetchile,1,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,rojabetchile.cl rojabetchile.com,not contacted,
1bet4win.com,betwin,0,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,1bet4win.com,not contacted,
apuestashouse.com,apuestashouse,0,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,apuestashouse.com,not contacted,
apuesto.com,apuesto,0,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,apuesto.com,not contacted,
betmartini.com,betmartini,0,Media Entertainment N.V.,OGL/2024/1110/0512,Curacao,active,"August 1, 2026",no,betmartini.com,not contacted,
